"Acquisition_Date","Site","Description","Passwords"
"2017-02-27T00:00:00Z","Zebra Dem","In January 2017, Zebra Dem's user database was allegedly breached. The stolen data contains over 30,000 credentials including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","34111"
"2017-02-26T00:00:00Z","212300","In November 2012, 212300's user database was allegedly breached. The stolen data contains over 710,000 credentials including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","711228"
"2017-02-24T00:00:00Z","The Digital Performance Marketing Agency (DAC) Group","In April 2016, The Digital Performance Marketing Agency (DAC) Group's user database was allegedly breached. The stolen data contains over 90,000 credentials including email addresses and passwords. The DAC Group publicly reported the breach in June 2016.","91620"
"2017-02-28T00:00:00Z","WolfHacks","In May 2016, WolfHacks' user database was allegedly breached. The stolen information was shared publicly shortly after the breach itself.","1544"
"2017-02-27T00:00:00Z","Lifes-Hack","In July 2014, Lifes-Hack,ru's user database was breached. The stolen data is being shared among private circles online.","71"
"2017-02-27T00:00:00Z","OwnagePranks","In August 2016, OwnagePranks's user database was allegedly breached. The stolen data contains over 240,000 credentials including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","78395"
"2016-11-10T00:00:00Z","GeekedIn","In August 2016, tech recruiting site GeekedIn.net's MongoDB database was allegedly breached. Their data was originally cobbled together by scraping public profiles of github developers into their own dataset. Since November 2016, the database has been shared amongst communities on the dark web as a starting point for targeted phishing campaigns.","0"
"2017-02-23T00:00:00Z","The Rockford Register Star","At an unconfirmed date The Rockford Register Star's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, passwords, and full names. The compromised data is being shared privately on the darknet.","213"
"2017-02-27T00:00:00Z","You Name It Productions","At an unconfirmed date, You Name It Production's user database was breached. The stolen data is being shared among private circles online.","342"
"2017-02-22T00:00:00Z","Wibber","In December 2016, Wibbor.free-h's user database was breached. The stolen data is being shared among private circles online.","543"
"2017-02-23T00:00:00Z","Microgaming Casinos","At an unconfirmed date Casinos.Microgaming.com's user database was allegedly breached. The stolen data contains over 1,030,000 credentials including email addresses and full names. The compromised data is being shared privately on the darknet.","0"
"2017-02-24T00:00:00Z","Orange (Wanadoo)","At an unconfirmed date Orange (Wanadoo)'s user database was allegedly breached. The stolen data contains over 2,200,000 credentials including email addresses and passwords. The compromised data is being shared privately on the darknet.","2196635"
"2017-02-28T00:00:00Z","Ginnunga","In April 2016, Ginnunga's user database was allegedly breached. The stolen data contains user records including email addresses and usernames. The compromised data is being shared privately on the darknet.","973"
"2017-02-24T00:00:00Z","The University of Michigan","In June 2014, The University of Michigan's user database was allegedly breached. The stolen data contains user records including usernames and passwords. The compromised data is being shared privately on the darknet.","45"
"2017-02-22T00:00:00Z","Paddy Power","In October 2010, Paddy Power's user database was allegedly breached and over 750,000 user credentials were compromised. The contents of the database was made public six years later in October 2016.","0"
"2017-02-22T00:00:00Z","CS-ArenaX","April 2016, CSArenaX's user database was allegedly breached. The contents of the breach is being shared privately online.","8104"
"2017-02-26T00:00:00Z","VectorLinux","In December 2016, VectorLinux's user database was breached. The stolen data is being shared among private circles online.","16854"
"2017-02-25T00:00:00Z","Zeelandia","In November 2016, Zeelandia's user database was allegedly breached. The contents of the breach is being shared privately on the darknet.","623"
"2017-02-22T00:00:00Z","Hochsmann","In June 2016, Höchsmann's database was allegedly breached. Shortly after, the stolen information was shared publicly on the Internet.","4767"
"2017-02-23T00:00:00Z","AnimuTank","In late December 2016, AniumTank had its user database allegedly breached, potentially due to a vulnerability in vBulletin. The stolen data was shared publicly online shortly after the breach itself.","136820"
"2017-02-25T00:00:00Z","EUFrag","In March 2016, VectorLinux's user database was breached. The stolen data is being shared among private circles online.","1261"
"2017-02-23T00:00:00Z","Just2Play","In April 2014, Just2Play's user database was breached. The stolen credentials are being traded privately online.","19143"
"2017-02-24T00:00:00Z","A2G","At an unconfirmed date, A2G's user database was breached. The stolen data is being shared among private circles online.","1124"
"2017-02-24T00:00:00Z","Muskelbyggning","At an unconfirmed date Muskelbyggning's user database was allegedly breached. The stolen data contains user records including email addresses, usernames, and passwords. The compromised data is being shared privately on the darknet.","17"
