"Website","LineCount","HashType","Category"
"200.98.214.194","965","HASH+NOHASH","NoCategory"
"2009.botanyconference.org","9.702","NOHASH","Education"
"201.55.32.244","2.740","HASH+NOHASH","NoCategory"
"2010.divadelnisvet.cz","8.967","HASH","Entertainment"
"2012.botanyconference.org","9.326","HASH+NOHASH","Education"
"2013.you-school.it","2.423","HASH","Business"
"2014.botanyconference.org","12.108","NOHASH","Education"
"2015.botanyconference.org","25.073","NOHASH","Education"
"2016.botanyconference.org","11.187","NOHASH","Education"
"2016.foxgloveawards.com","20.279","HASH+NOHASH","Business"
"2017.luff.ch","606","NOHASH","Entertainment"
"2017.voltra.org","8.730","HASH+NOHASH","Organizations&Government"
"2019bizpinion.com","28.537","HASH+NOHASH","NoCategory"
"202.155.208.170","22.549","HASH","NoCategory"
"202.28.48.80","3.943","HASH+NOHASH","NoCategory"
"202.29.129.150","8.658","HASH+NOHASH","NoCategory"
"202.29.20.174","2.277","HASH+NOHASH","NoCategory"
"202.84.39.36","59.675","NOHASH","Finance"
"203.121.165.145","3.149","HASH+NOHASH","NoCategory"
"203.157.115.88","1.640","HASH","NoCategory"
"203.157.186.15","939","NOHASH","Organizations&Government"
"203.6.148.51","18.878","HASH+NOHASH","NoCategory"
"204.232.187.242","9.942","HASH+NOHASH","NoCategory"
"2077.fs-awards.com","3.078","NOHASH","Business"
"208.52.138.117","188.064","NOHASH","Medicine"
"208.76.104.13","12.858","HASH+NOHASH","NoCategory"
"209.160.21.145","3.908","NOHASH","Adult"
"209.212.155.200","30.129","HASH+NOHASH","NoCategory"
"209.68.32.251","23.446","HASH+NOHASH","Reference"
"20pln.pl","4.564","NOHASH","Business"
"210.1.20.19","2.010","HASH+NOHASH","NoCategory"
"210.212.119.163","3.791","NOHASH","Education"
"211.115.89.68","49.282","NOHASH","Education"
"211.202.2.128","12.013","NOHASH","NoCategory"
"211.72.214.242","12.534","HASH+NOHASH","NoCategory"
"212.178.67.161","2.081","HASH+NOHASH","NoCategory"
"212.199.48.152","1.761","HASH","NoCategory"
"212.23.94.65","2.296","HASH+NOHASH","NoCategory"
"213.157.87.105","10.080","HASH+NOHASH","Media"
"216.239.132.9","14.606","NOHASH","Games"
"216.38.51.242","7.855","NOHASH","Sports"
"216.69.134.28","1.052","NOHASH","NoCategory"
"217.182.78.145","1.581","HASH+NOHASH","NoCategory"
"218.248.4.110","2.458","HASH","Education"
"219.87.146.141","1.330","HASH","NoCategory"
"220.95.232.94",".106.224","NOHASH","NoCategory"
"222.122.47.14","5.256","NOHASH","Software"
"24-7carrental.com","1.332","NOHASH","Business"
"24-fr.com","222.110","HASH+NOHASH","Entertainment"
"24404214.com.tw","2.202","NOHASH","Business"
"245.126-157-90.telenet.ru","67.428","HASH+NOHASH","IT"
"247fixedtips.com","4.023","HASH","Business"
"247livemarket.com","4.148","NOHASH","Shopping"
"24hf.kr","3.255","HASH","NoCategory"
"25533311.tw","4.938","NOHASH","Finance"
"26862.freegoodies.nl","1.414","HASH+NOHASH","Boards"
"27.254.109.162","8.397","NOHASH","NoCategory"
"27r.ru","9.336","HASH","Media"
"27region.ru","9.333","HASH","Entertainment"
"2bcentral.com","36.853","HASH+NOHASH","Sports"
"2bigbroncos.superford.org","34.488","HASH+NOHASH","Auto"
"2dlayer.com","5.285","HASH","Business"
"2its.be","14.399","HASH+NOHASH","Business"
"2jg51.org","1.001","HASH+NOHASH","Boards"
"2lpc.de","2.185","HASH+NOHASH","Business"
"2paclegacyboard.net","1.057","HASH","IT"
"2timothy42.org","8.594","HASH+NOHASH","Religion"
"3-3sunlight.com.tw","598.611","HASH+NOHASH","Education"
"3.19.97.144","16.824","HASH+NOHASH","NoCategory"
"3.turboavto.com","3.551","HASH+NOHASH","Business"
"300d2.org.tw","25.418","HASH+NOHASH","IT"
"300e2.org","3.113","NOHASH","Business"
"31tour.kr","16.796","HASH+NOHASH","Travel"
"323fclub.com","2.232","HASH+NOHASH","Auto"
"34.208.2.211","14.497","HASH+NOHASH","NoCategory"
"34insatsu.com","4.654","HASH","Business"
"35.154.234.142","3.185","NOHASH","Business"
"35.160.64.56","3.069","HASH","NoCategory"
"355.com.tw","1.912","HASH+NOHASH","NoCategory"
"360gears.com","12.437","HASH+NOHASH","Business"
"360water.com","11.742","HASH+NOHASH","Business"
"365-trade.com","10.567","NOHASH","Business"
"365openshop.com","3.414","HASH+NOHASH","NoCategory"
"3740nlakeshore.com","80.596","NOHASH","Business"
"39.sgvista.net","20.756","NOHASH","IT"
"39maido.com","20.978","NOHASH","IT"
"3DSISO.com","28.815","NOHASH","Games"
"3b.nweurope.eu","599","NOHASH","Organizations&Government"
"3chonors.com","2.013","NOHASH","NoCategory"
"3d-ring.de","5.348","NOHASH","Boards"
"3dmax.daumstudy.com","32.503","HASH","Search Engines and Portals"
"3dmotive.com","1.818","HASH","IT"
"3dom.ru","5.006","NOHASH","Real Estate"
"3doorsdown.cifraseletras.mus.br","46.081","NOHASH","Entertainment"
"3dskimaps.com","6.691","HASH","Business"
"3forfun.com","65.623","HASH+NOHASH","Downloads"
"3gimmo-prestige.com","3.349","NOHASH","Business"
"3gstore.com","35.158","HASH+NOHASH","IT"
"3pinselectrical.com","7.456","HASH","Shopping"
"3v688.us","42.094","NOHASH","NoCategory"
"3w.soeztula.ru","9.703","HASH","Business"
"4.mrrental.com","54.579","HASH+NOHASH","Real Estate"
"4000bee.com","10.386","HASH","Shopping"
"401ktimer.com","2.603","NOHASH","Finance"
"409shop.com","52.786","HASH","Shopping"
"41.225.16.99","96.744","NOHASH","Business"
"41.67.236.40","5.599","HASH","NoCategory"
"43.231.127.34","7.713","NOHASH","NoCategory"
"45-rpm-records.ad-bazaar.com","1.903","NOHASH","Arts"
"45.114.245.209","3.071","HASH+NOHASH","NoCategory"
"45.55.167.80","1.264","HASH+NOHASH","NoCategory"
"45.79.205.148","1.606","HASH","NoCategory"
"45sfd45s4.ink","3.677","HASH+NOHASH","NoCategory"
"46.249.199.197","5.265","NOHASH","IT"
"46.4.190.137","6.571","HASH","NoCategory"
"469ma.jp","2.486","NOHASH","Social"
"47inf.org","1.046","NOHASH","Armed Forces"
"47parts.ru","936","HASH+NOHASH","Travel"
"4989now.com","5.231","NOHASH","Shopping"
"49f.co.kr","37.616","NOHASH","Shopping"
"4colorprint.com","2.640","NOHASH","Business"
"4dinnerbangkok.com","1.614","NOHASH","Business"
"4metal.de","7.139","NOHASH","Business"
"4metal.us","7.130","NOHASH","NoCategory"
"4progress.swiss","2.125","HASH+NOHASH","Business"
"4tet.cz","3.784","HASH+NOHASH","Entertainment"
"4unlock.ru","22.729","HASH","Business"
"4w.com.fj","18.074","HASH+NOHASH","NoCategory"
"4x4typ.ru","11.399","HASH+NOHASH","Sports"
"4x4world.com.au","12.851","HASH+NOHASH","Business"
"5.135.157.115","4.203","NOHASH","NoCategory"
"5.187.7.68","3.337","HASH","NoCategory"
"5.skatevideosite.com","13.528","HASH+NOHASH","Media"
"50.19.228.97","1.432","NOHASH","NoCategory"
"5000fish.net","1.224","HASH+NOHASH","Social"
"5000pochoirs.info","21.374","NOHASH","Entertainment"
"5092778.ru","1.213","NOHASH","Shopping"
"50interwebs.in.co","150.589","NOHASH","NoCategory"
"5137.com.tw","8.639","NOHASH","Real Estate"
"5137.com.tw","8.661","NOHASH","Real Estate"
"52.11.102.112","11.276","NOHASH","NoCategory"
"52.14.64.83","3.681","HASH+NOHASH","NoCategory"
"52.77.82.144","103.750","HASH+NOHASH","NoCategory"
"525.tw","1.303","NOHASH","Real Estate"
"52shici.com","40.502","HASH+NOHASH","Entertainment"
"54.166.142.221","7.946","HASH","NoCategory"
"54.213.38.202","22.380","HASH","NoCategory"
"54.248.105.224","7.494","HASH+NOHASH","NoCategory"
"54.254.150.108","4.246","HASH+NOHASH","NoCategory"
"54.92.27.148","2.746","HASH","NoCategory"
"55-senior-high-school-asia-africa-bandung.pertanian.org","4.597","HASH+NOHASH","Adult"
"5577.cc58hkhorsedb.com","19.935","HASH+NOHASH","NoCategory"
"59shop.co.kr","9.535","HASH","Shopping"
"5dapps.com","1.883","HASH","Secure Websites"
"5linxtech247.ca","5.247","HASH+NOHASH","NoCategory"
"5podkov.ru","4.511","HASH+NOHASH","Business"
"604friends.com","1.773","HASH+NOHASH","Organizations&Government"
"61.19.246.40","3.256","HASH+NOHASH","Games"
"62.240.165.163","1.045","HASH","IT"
"62.76.191.158","522","HASH+NOHASH","NoCategory"
"64.27.26.164","6.443","HASH+NOHASH","NoCategory"
"65.111.174.158","7.463","HASH+NOHASH","IT"
"66.39.46.181","1.089","HASH+NOHASH","NoCategory"
"67.199.21.98","1.360","HASH","NoCategory"
"69.174.243.24","2.010","NOHASH","NoCategory"
"69.28.51.163","5.613","HASH+NOHASH","NoCategory"
"69.61.52.219","5.152","NOHASH","NoCategory"
"6deploy.eu","12.511","HASH+NOHASH","IT"
"6enligne.net","24.445","HASH+NOHASH","Auto"
"6ixxerrummy.com","2.258","HASH+NOHASH","IT"
"6links.net","2.010","NOHASH","Adult"
"7-camicie.com","3.146","NOHASH","Business"
"707077.com","22.686","HASH+NOHASH","Education"
"72dpi.com","5.372","NOHASH","Storage"
"740074.ru","6.410","NOHASH","Business"
"777.slonvsapogah.ru","10.170","HASH+NOHASH","NoCategory"
"777shouyou.com","17.255","HASH","NoCategory"
"7788cyzj.com","1.178","HASH+NOHASH","Business"
"78.142.63.129","1.681","HASH+NOHASH","NoCategory"
"788live.tv",".108.141","HASH+NOHASH","Sports"
"79.174.67.129","3.312","HASH+NOHASH","NoCategory"
"7dias7noches.net","155.845","HASH+NOHASH","Entertainment"
"7flower.net","3.059","HASH","Shopping"
"7limonov.ru","23.430","HASH+NOHASH","Shopping"
"7seasproshopthai.com","34.784","HASH","Social"
"7thwoking.org.uk","4.455","HASH+NOHASH","Sports"
"7thwoking.org.uk","4.555","HASH+NOHASH","Sports"
"7torony.hu","2.677","NOHASH","Arts"
"80.28.251.135","3.953","HASH+NOHASH","NoCategory"
"8052mcu.com","5.007","NOHASH","IT"
"80bola.com.wwoof.cz","4.763","NOHASH","Business"
"82.112.223.85","2.556","NOHASH","NoCategory"
"8400.a1234.info","1.555","HASH+NOHASH","Social"
"8411.a1234.info","55.859","HASH+NOHASH","Social"
"88iv.com","7.647","HASH+NOHASH","Finance"
"8needs.com","7.768","HASH","IT"
"8x100.mn","7.278","HASH+NOHASH","Business"
"9.130-73-188.telenet.ru","21.416","HASH+NOHASH","IT"
"9012runningman.tk","131.420","HASH","Media"
"9115.vps.hc.ru","5.966","HASH+NOHASH","IT"
"91yunying.com","8.404","HASH","IT"
"94.125.180.127","1.555","NOHASH","NoCategory"
"94.198.162.251","11.876","HASH+NOHASH","NoCategory"
"94.23.199.139","13.809","NOHASH","NoCategory"
"95.110.213.190","15.575","NOHASH","IT"
"95.85.61.202","5.060","HASH+NOHASH","NoCategory"
"9manup.com","4.647","NOHASH","Shopping"
"9minutes.com","10.448","NOHASH","IT"
"9minutes.com","8.887","HASH+NOHASH","IT"
"9pat.net","34.388","HASH","Business"
"Abcguionistas.com","11.250","NOHASH","Entertainment"
"Acaballos.com","2.942","NOHASH","Social"
"Actioncoach.com","1.373","NOHASH","Business"
"Adenamontessori.com","16.598","NOHASH","Business"
"Adenoacanthoma.us","2.222","NOHASH","NoCategory"
"Airbrushnikita.sk","73.052","NOHASH","Business"
"Analytics.ladmedia.fr","2.341","NOHASH","Hosting"
"Andshredderstoo.com","68.026","NOHASH","IT"
"Anime-Planet.net","108.056","NOHASH","Adult"
"AnimuTank.com","44.531","NOHASH","Entertainment"
"Arcademy.fr","19.342","NOHASH","Business"
"Around-torquay.co.uk","3.298","NOHASH","Business"
"Asiainfo.hu","1.802","NOHASH","Business"
"Azcentral.com","52.127","NOHASH","Media"
"BCWars.com","63.989","NOHASH","Games"
"BTC4Free.com","16.874","NOHASH","Advertising"
"BTUN.net","40.698","NOHASH","Arts"
"Baerchenrecords.de","2.531","NOHASH","Entertainment"
"Bankmaszyn.com","2.260","NOHASH","Business"
"BigPuzzle.ru","51.720","HASH+NOHASH","Games"
"Bistudio.com","138.496","NOHASH","Games"
"BiteGame.com","38.907","NOHASH","NoCategory"
"Bitstudio.com","121.300","NOHASH","Entertainment"
"BleachAnime.org","51.304","NOHASH","Media"
"BloggToppen.se","64.464","NOHASH","Boards"
"Buddyline.com","53.610","NOHASH","Social Networking"
"Cambiatutalla.es","6.814","NOHASH","Malicious Websites"
"ClimatSells.ru","5.962","HASH","Business"
"Colegiovizcaya.net","2.555","NOHASH","Education"
"Diplom-Service.ru","1.876","HASH+NOHASH","Malicious Websites"
"E-psy.pl","4.538","NOHASH","Social"
"Ebenrode.info","1.562","NOHASH","Media"
"ElkaSite.ru","10.712","HASH","Shopping"
"Erpg.pl","1.678","NOHASH","Boards"
"EsandarecRuitment.com ","8.946","NOHASH","Job Search"
"Esat.pl","3.957","NOHASH","IT"
"Estradowiec.pl","2.363","NOHASH","Entertainment"
"Evanescence.com.pl","1.082","NOHASH","Entertainment"
"Extremecraft.pl","1.136","NOHASH","Games"
"FIFASite.pl","1.222","NOHASH","Games"
"FMForum.pl","6.236","NOHASH","Games"
"FPortal.de ","6.004","NOHASH","NoCategory"
"Fajnegry.krakow.pl","5.235","NOHASH","Entertainment"
"Fantastyka.Czest.pl","1.237","NOHASH","IT"
"Farmacjacmuj.pl","2.531","NOHASH","Boards"
"Forbot.pl","3.632","NOHASH","Business"
"Forum-Lodz.pl","1.175","NOHASH","Boards"
"Forum-Onkologiczne.com.pl","4.368","NOHASH","Medicine"
"Forum.4Teens.pl","6.897","NOHASH","Adult"
"Forum.AgroPortal.net.pl","3.122","NOHASH","Business"
"Forum.Akordeon-Portal.pl","1.182","NOHASH","Media"
"Forum.Alfapomorze.pl","1.712","NOHASH","Auto"
"Forum.Amorion.pl","1.190","NOHASH","Games"
"Forum.Apmotorsport.pl","1.841","NOHASH","Boards"
"Forum.Arcus-Lucznictwo.pl","1.167","NOHASH","Sports"
"Forum.Asg-Militaria.pl","2.266","NOHASH","Weapons (Sales)"
"Forum.BMWAutoKlub.pl","4.865","NOHASH","Auto"
"Forum.Bmw.Big4.pl","1.011","NOHASH","IT"
"Forum.Celiakia.pl","3.919","NOHASH","Medicine"
"Forum.Chorzow.Slask.pl","1.504","NOHASH","Boards"
"Forum.Cigaraficionado.com.pl","2.554","NOHASH","Tobacco"
"Forum.Closterkeller.pl","1.130","NOHASH","Business"
"Forum.Dawnygdansk.pl","2.352","NOHASH","Boards"
"Forum.Dominicana.com.pl","2.559","NOHASH","Travel"
"Forum.Exoticcars.pl","2.661","NOHASH","Auto"
"Forum.Farbenlehre.plocman.pl","1.352","NOHASH","IT"
"Forum.Fireblade.pl","1.925","NOHASH","Boards"
"Forum.Galakta.pl","2.003","NOHASH","Games"
"Forum.Gniezno.com.pl","1.859","NOHASH","Boards"
"Forum.Gs500.pl","2.679","NOHASH","Auto"
"Forum.Gunners.com.pl","1.522","NOHASH","Sports"
"Forum.HO.pl","5.934","NOHASH","Education"
"Forum.IT-Energo.pl","6.596","NOHASH","Boards"
"Forum.Jednoslad.pl","2.459","NOHASH","Auto"
"Forum.Kosmetykaaut.pl","5.696","NOHASH","Boards"
"Forum.Krotoszyn.com.pl","4.075","NOHASH","Boards"
"Forum.Leonis.pl","1.603","NOHASH","Finance"
"Forum.Liveforspeed.pl","2.671","NOHASH","Games"
"Forum.Maxbimmer.pl","3.356","NOHASH","Boards"
"Forum.MeganeCoupe.pl","3.718","NOHASH","Auto"
"Forum.Mini.org.pl","1.407","NOHASH","IT"
"Forum.Montignac.com.pl","7.924","NOHASH","Boards"
"Forum.Motodwusuwy.pl","2.837","NOHASH","NoCategory"
"Forum.Mud.pl","1.139","NOHASH","Games"
"Forum.Muzyczny.pl","2.871","NOHASH","Entertainment"
"Forum.Nagrzyby.pl","3.244","NOHASH","Social"
"Forum.Nysa.pl","3.150","NOHASH","Organizations&Government"
"Forum.Osx86.org.pl","2.994","NOHASH","Boards"
"Forum.PenSpinning.pl","3.686","NOHASH","Sports"
"Forum.Polish-Gts.pl","1.247","NOHASH","Boards"
"Forum.Sabaton.pl","1.290","NOHASH","Entertainment"
"Forum.Sadomasoclub.pl","4.576","NOHASH","Adult"
"Forum.Sercedziecka.org.pl","3.807","NOHASH","Boards"
"Forum.Shusky.pl","1.277","NOHASH","Business"
"Forum.Siechnice.pl","1.259","NOHASH","NoCategory"
"Forum.Siodemka.org.pl","1.361","NOHASH","IT"
"Forum.Studio-Nagran.pl","1.581","NOHASH","Boards"
"Forum.Supernatural.com.pl","3.021","NOHASH","Entertainment"
"Forum.Suplementy.pl","5.152","NOHASH","Medicine"
"Forum.URZ.pl","9.494","NOHASH","Education"
"Forum.Waneko.pl","1.246","NOHASH","Boards"
"Forum.Wiejska-Chata.pl","2.077","NOHASH","Games"
"Forum.historicus.pl","5.023","NOHASH","Blogs"
"Forum.lasypolskie.pl","6.607","NOHASH","Social"
"Forum.pld-Linux.org","1.134","NOHASH","Business"
"Forum307.pl","1.001","NOHASH","Boards"
"Forumbioderko.pl","1.095","NOHASH","Boards"
"Forumkiz.pl","1.498","NOHASH","NoCategory"
"Forumlotto.pl","1.924","NOHASH","Boards"
"Forumomarketingu.pl","1.468","NOHASH","Business"
"Forumrottweiler.pl","1.089","NOHASH","Boards"
"Forumrtg.Home.pl","1.030","NOHASH","Web Hosting"
"Forumslubne.Az.pl","2.486","NOHASH","Web Hosting"
"Forumveg.pl","1.725","NOHASH","Boards"
"Fotoradary.Net.pl","1.822","NOHASH","Web Hosting"
"Freebies.com.pl","8.222","NOHASH","Blogs"
"GlobalTrance.pl","3.973","NOHASH","Business"
"GoldenGaming.pl","7.679","NOHASH","Games"
"Golf3.pl","7.797","NOHASH","Auto"
"Golubkowo.pl","1.112","NOHASH","Boards"
"Gsiklub.pl","3.043","NOHASH","Sports"
"GuitaRizmo.ru","3.460","HASH","Media"
"Hardstyle-Nation.pl","2.004","NOHASH","NoCategory"
"Hipnoza.pl","7.109","NOHASH","Medicine"
"Hireer.com","1.090","NOHASH","Business"
"Honda-hornet.pl","5.213","NOHASH","Auto"
"HondaTech.pl","6.935","NOHASH","Auto"
"Hrothgar.pl","1.206","NOHASH","Boards"
"Htcforum.pl","1.956","NOHASH","Travel"
"I-Point.pl","2.793","NOHASH","Boards"
"Igolebie.pl","2.516","NOHASH","Social"
"Inwestycje.Rzeszow.pl","1.085","NOHASH","Reference"
"Juvelyrikainternetu.lt","1.058","NOHASH","Auction"
"Kaktusy.Bydgoszcz.pl","1.081","NOHASH","Reference"
"Kenresearch.com","2.384","NOHASH","Finance"
"Klubpumy.pl","1.039","NOHASH","Boards"
"Komudzwonia.pl","1.280","NOHASH","Medicine"
"Legrand-Russia.ru","1.768","HASH+NOHASH","Shopping"
"Lol.Bramaswiatow.pl","1.275","NOHASH","Games"
"LozaProfi.ru","3.528","HASH","Social"
"Mauricieplus.com","2.814","NOHASH","Media"
"Media-promotions.com","6.259","NOHASH","Business"
"Metin.org","6.301","NOHASH","Social Networking"
"Minefield.fr","28.075","NOHASH","Games"
"Mojekawasaki.pl","4.523","NOHASH","Auto"
"Mportalik.Net.pl","1.673","NOHASH","Web Hosting"
"Mt.com.pl","1.067","NOHASH","Blogs"
"Muza80.pl","1.126","NOHASH","NoCategory"
"Mwonline.de","5.994","NOHASH","Business"
"Mx-5.pl","1.929","NOHASH","Auto"
"NaObcasach.pl","7.087","NOHASH","Social"
"Naglebie.pl","2.572","NOHASH","Boards"
"Nasza-Biedronka.pl","3.957","NOHASH","Boards"
"Nasze-Wiatrowki.pl","2.134","NOHASH","Sports"
"Nationwidenotaryregistry.com","15.431","NOHASH","Real Estate"
"Neverwinter2.Gram.pl","3.718","NOHASH","Games"
"Nevezes.com","66.384","NOHASH","Sports"
"Newtone-rec.com","89.249","NOHASH","NoCategory"
"Nezzsorozatokat.info","48.954","NOHASH","Media"
"NodusGriefing.com","31.873","NOHASH","Boards"
"Nokia3110.Socjum.pl","6.921","NOHASH","Social"
"Nomercy.Net.pl","1.251","NOHASH","NoCategory"
"Norcom.com.pl","4.473","NOHASH","Auto"
"Nr.Mmknet.pl","1.864","NOHASH","Organizations&Government"
"Nwchess.com","3.903","NOHASH","Sports"
"Odin.Vot.pl","1.329","NOHASH","Meaningless Content"
"OshoWorld.com","33.271","NOHASH","Education"
"Otylosc.org.pl","3.730","NOHASH","Boards"
"OwnagePranks.com","54.249","NOHASH","Boards"
"PCMasters.de","23.392","NOHASH","IT"
"Peguerin.com","3.054","HASH+NOHASH","Business"
"Peritocaligrafosevilla.es","1.534","NOHASH","Malicious Websites"
"Physiovea.com","2.538","NOHASH","Shopping"
"Podforak.Rzeszow.pl","1.223","NOHASH","Reference"
"Pointure.com","83.962","NOHASH","Business"
"PokerRoom.com","34.058","NOHASH","Gambling"
"PolishPlayers.pl","1.069","NOHASH","NoCategory"
"Premio-ora.it","3.290","NOHASH","Business"
"Printswithwings.com","41.860","NOHASH","Digital Postcards"
"Propertycampaign.com","3.315","NOHASH","Real Estate"
"Prostatitiscanada.ca","33.537","NOHASH","Business"
"RRR.com.pl","5.104","NOHASH","Entertainment"
"Radiomuza80.pl","1.305","NOHASH","Media"
"Rafflez.co.uk","1.154","NOHASH","Business"
"Rezerwa126p.pl","1.304","NOHASH","Auto"
"Rollerderbyaustralia.org","14.880","NOHASH","NoCategory"
"Rtsy.pl","2.592","NOHASH","NoCategory"
"RusCircus.ru","1.991","HASH+NOHASH","Arts"
"Sachsjewelers.com","4.188","HASH+NOHASH","Shopping"
"Salsacruz.com","4.057","NOHASH","Entertainment"
"Santillana.com","1.422","NOHASH","Education"
"Saphira.xgame.pl","3.048","NOHASH","Games"
"Scraptech.com.au","61.879","NOHASH","Business"
"Scsclub.pl","1.275","NOHASH","Arts"
"Shadi.com","37.228","NOHASH","Dating"
"Shejay.net","2.452","NOHASH","Entertainment"
"Shogun.net","28.596","NOHASH","Advertising"
"Simvol.ru","1.456","HASH+NOHASH","Business"
"Siodemka.Warzone.Net.pl","1.332","NOHASH","Web Hosting"
"Sonmoda.net","15.440","NOHASH","Malicious Websites"
"Speedyceus.com","20.058","NOHASH","Education"
"Srtw.pl","1.303","NOHASH","Auto"
"Statekc.com","35.456","NOHASH","Shopping"
"Stopoman.Webd.pl","1.097","NOHASH","Adult"
"Studios.com","28.646","NOHASH","Business"
"Sumaco.ae","53.895","NOHASH","Job Search"
"Sunvaluation.com.fr","42.447","NOHASH","NoCategory"
"Suzukiswift.dk","4.419","NOHASH","Boards"
"Sweeneypiano.com","6.278","NOHASH","Business"
"Szczurek.Webd.pl","1.071","NOHASH","Web Hosting"
"TechTronik.pl","1.322","NOHASH","Shopping"
"Tessabankongdin.th","5.955","NOHASH","NoCategory"
"TheBot.net ","47.835","NOHASH","Boards"
"TheSimpsons.pl","1.331","NOHASH","Entertainment"
"Theblsa.co.uk","53.072","NOHASH","NoCategory"
"Toledoclubpolska.pl","2.500","NOHASH","Auto"
"TombRaiderForum.tcz.pl","4.057","NOHASH","Organizations&Government"
"Trailersales.net.au","1.262","NOHASH","Business"
"Tuplus-idl.de","17.105","NOHASH","Business"
"Type-Together.com","48.186","NOHASH","Business"
"USASports.pl","1.278","NOHASH","Sports"
"UltimaTeam.pl","1.958","NOHASH","Games"
"UltraStar.net.pl","11.379","NOHASH","Entertainment"
