Entries,Database,Detected Hashing Algorithms,Category,Dump Date,Acknowledged?
2679,Forum.Jerzwald.pl,MD5,Community,2012,
2678,Wyo-Realestate.com,plaintext,Real Estate,2017-12,
2677,C21HomeTeam.net,plaintext,Real Estate,2017,
2677,Nebraskafarmandranch.com,plaintext,Real Estate,2017-11,
2672,Naaldendraad.com,MD5,Shopping,2012,
2671,Minecraft-Money.ru,plaintext,Gaming - Minecraft,2016-07,
2664,Community.PCGamingWiki.com,IPB,Gaming,2016-04,
2663,Wedkarstwo-Lublin.pl,MD5,,2012,
2661,Shejay.net,plaintext,Music,2017-12,
2658,Forum.Asg-Militaria.pl,MD5,Weapons,2012,
2655,Runique.org,IPB & vB,Gaming - RuneScape,2015-02,
2651,CS-Rabka.eu,MD5,Gaming,2011-08,
2649,Cssite.Wxv.pl,MD5,Gaming - Counter Strike,2012,
2646,Kiber-Zona.org,no passwords,Uncategorized,2009-02,
2638,Eastbound88.com,vB,General Discussion,2016-11,
2635,Battle-scape.com,vB,Gaming - RuneScape,2012-05,
2633,Kryzys.org,MD5,Religion,2012,
2631,FightCraft.fr,MD5,Gaming - Minecraft,2014-01,
2630,Cmkon.org,plaintext,Music,2017-11,
2626,Boutique.Axon-SL.com,MD5,Shopping,,
2626,Globalchemicalprice.com,plaintext,Industry,2017-11,
2621,Gladiatus.co.il,MD5,Gaming,2014-09,
2613,MCPowerHosting.com,IPB,Minecraft & Hosting,,
2602,Przyjacielebonsai.Home.pl,MD5,Agriculture,2012,
2598,RiseOfChampions.com,vB,Gaming,2017,
2598,Sd-Dolnyslask.pl,MD5,Uncategorized,2012,
2594,Gicleegallery.us,plaintext,Shopping,2017-11,
2592,Longnantc.com,MD5,Multipurpose,,
2583,Selectit.jp,plaintext,Shopping,2017-12,
2576,Tolarys.com,MD5,Gaming - Minecraft,2014-01,
2572,CoD-VR7.ru,MD5,Gaming,2014,
2571,306Team.pl,MD5,Vehicles,2012,
2564,Cres-Losinj.de,plaintext,Community,2017-11,
2563,PKFast.com,vB,Gaming - RuneScape,,
2546,Serverler.gen.tr,MD5,Gaming,2016-07,
2539,Chin-Mudra.com,plaintext,Shopping,2017-11,
2533,NaturalHeating.co.uk,osCommerce,Shopping,2008,
2530,Culturagalega.org,plaintext,,2017-11,
2528,CareerLabs.com,MD5(salt),Employment,2016-10,
2527,Outfityourlogo.com,plaintext,,2017-11,
2526,Luszczyca.info,MD5,,2012,
2524,Payza.com,SHA-512(Drupal),Finance,,
2508,CS-masterczulki.pl,MD5,Gaming,2012,
2508,TVCouch.com,MD5 &  MD5($salt.$pass),Streaming,,
2506,IndiaCentre.co.uk,plaintext,Community,,
2503,Sluzba-Cywilna.pl,MD5,Community,2012,
2502,Slot.Art.pl,MD5,Art,2012,
2500,Bbtp.pl,MD5,Vehicles,2012,
2496,UltimaTeam.pl,MD5,Gaming,2012,
2496,U-Fli.Com,plaintext,,2017-12,
2496,Hellwood.pl,MD5,,2012,
2490,Forum.Paker.Co.Uk,MD5,,2012,
2483,DodianXIV.com,IPB,Gaming - RuneScape,,
2479,Avpress.com,plaintext,,2017-11,
2478,Tvpro-Online.de,plaintext,,2017-12,
2476,Colfincas.com,plaintext,Real Estate,2017-11,
2470,Sidefx.com,MD5,Art,2016-02,
2465,Atacama.it,plaintext,Travel,2017-11,
2465,AlgebraFunSheets.com,plaintext,,,
2462,AngusPastoriza.com.ar,plaintext,Agriculture,2013-05,
2460,MultiFive.org,bcrypt,Gaming - Grand Theft Auto,2016-08,
2459,Forums.resaleworld.com,VB & bcrypt,,,
2457,CoastHerbal.com,osCommerce,Shopping,2008,
2457,Kyoto-Fumiya.co.jp,MD5,Uncategorized,2012,
2455,Suntenglobal.Com,plaintext,,2017-12,
2446,Villagershomes4rent.Com,plaintext,,2017-12,
2445,Schwalm-Buchenau.De,plaintext,,2017-12,
2445,Suzuki-Hoffmann.de,plaintext,,2017-12,
2445,Afg-Haustechnik.De,plaintext,,2017-11,
2444,Handwerkerverbund-Deutschland.De,plaintext,,2017-11,
2444,Immo-Mit-Bild.De,plaintext,,2017-11,
2444,Djpro.france.fr,plaintext,,2017-11,
2444,Anzeigenkompass.De,plaintext,,2017-11,
2443,Sweetdealin.com,plaintext,,2017-12,
2443,Dnis.org,plaintext,,2017-11,
2440,Computerbonto.Hu,plaintext,,2017-11,
2439,Mayline.com,MD5,Shopping,2016-04,
2437,Brief.org.uk,MD5 & plaintext,Therapy,2015-05,
2437,PascalGameDevelopment.com,vB,Gaming,2016-11,
2433,Info.xcoins.io,bcrypt,,,
2427,Forum.thejeansblog.com,bcrypt,,,
2422,Webmusicbid.com,plaintext,,2017-12,
2419,New-Smoke.com,vB,Drugs,2017,
2416,Tharunaya.us,plaintext,,2017-12,
2415,Club106.pl,MD5,Vehicles - Cars,2012,
2413,Staryfolwark.com.pl,MD5,Hotel,2012,
2409,Dirty-Dawg.com,plaintext,Sports,2017,
2406,Tutoruncle.com,plaintext,Education,2017-12,
2404,FreeBooks.nl,MD5(salt),Books,2018-07,
2402,Gmg.Ae,plaintext,,2017-11,
2399,NotoriousBoot.net,SHA-1 & no passwords,Booter,2014-03,
2398,Hardstyle-Nation.pl,MD5,,2012,
2396,Onfarming.com,bcrypt,,,
2395,GreenHouseCatalog.com,osCommerce,Shopping,2008,
2394,Forumgliwice.com,MD5,,2012,
2394,Firstbaptistscottsbluff.Com,plaintext,,2017-11,
2393,Gjust.ac.in,plaintext,,2017-11,
2393,Solociclocross.Com,plaintext,,2017-12,
2390,TheAquila.net,MyBB,Gaming,2015,
2390,Mb.Slask.pl,MD5,,2012,
2385,Go-porn.tv,md5crypt,Porn,,
2384,Ou-Trouver-Ca.com,plaintext,,2017-11,
2383,IPP-Net.com,vB,Photography,2016-11,
2383,Desinia.tw,plaintext,,2017-11,
2382,Lepidoptera.eu,MD5,Animals,2016-07,
2366,VRTalk.com,vB,Virtual Reality,2016-11,
2366,Amgsquare.com,plaintext,,2017-11,
2364,SwissClub.pl,MD5,Business,2012,
2364,Forum.Powerizer.pl,MD5,,2012,
2362,Zuzel.Pila.pl,MD5,Sports,2012,
2361,Dentalcouncil.Or.Th,plaintext,,2017-11,
2361,Thewildscape.Org,plaintext,,2017-12,
2360,Dip.fr,SHA-1 & plaintext,Vehicles,2017,
2359,Lensmodern.Com,plaintext,,2017-11,
2356,Tesco.com [PARTIAL],plaintext,Shopping,2014-02,
2356,Bernabeuconsultora.Com.Ar,plaintext,,2017-11,
2353,Darkstar-Gaming.com,vB,Gaming,2016-12,
2352,Forum.E-Masaz.pl,MD5,,2012,
2348,SheriffGoslin.com Email Addresses,no passwords,Construction,,
2346,Bmw-Klub-Poznan.pl,MD5,,2012,
2340,Ontarionursing.Ca,plaintext,,2017-11,
2340,Ontarionursingjobs.Com,plaintext,,2017-11,
2338,RuneMarket.lt,MD5 & plaintext,Gaming - RuneScape,,
2336,Akiku-aroma.com,plaintext & no passwords,,,
2336,Thesaurus.com.pl,MD5,,2012,
2333,CS-Banan.pl,MD5,Gaming,2011-07,
2331,Epr.Gr,plaintext,,2017-11,
2325,Spoilthecook.com,plaintext,Food & Drink,2017-12,
2324,Gravsportsice.com,bcrypt,,,
2321,Forum.Gniezno.com.pl,MD5,General Discussion,2012,
2320,Rapownia.pl,MD5,Music,2012,
2319,StarFishOils.com,no passwords,Shopping,2013-06,
2315,Swg.pl,MD5,,2012,
2315,Michaellinnell.co.uk,plaintext,,2017-11,
2314,WoningmarktCijfers.nl,MD5,Real Estate,2018-07,
2313,Bergenrc.Com,plaintext,,2017-11,
2311,Home.co.il,plaintext,Real Estate,,
2310,Bookwormbookfairs.com,plaintext,,2017-11,
2309,NaHaju.net,MD5,Gaming,,
2306,Gaysa.co.za,no passwords,LGBT,2009-12,
2306,Nasze-Wiatrowki.pl,MD5,Shooting,2012,
2303,Booksatpbfa.com,plaintext,,2017-11,
2302,Htcforum.pl,MD5,,2012,
2301,Galileo-Kenya.Com,plaintext,,2017-11,
2296,Accuval.net,no passwords,Business,2016-06,
2295,Tunneltrade.De,plaintext,,2017-12,
2293,ZoneHacks.com,vB,Hacking,2017,
2291,GetHip.com,osCommerce,Music,2017-03,
2290,DJ-Shop.sk,plaintext,Shopping,2017,
2287,Kolesa.Sk,plaintext,,2017-11,
2285,TrackDayParts.nl,MD5,Shopping,2018-07,
2285,Fubaito.jp,plaintext,,2017-11,
2282,Tytonie.com,MD5,Drugs,2012,
2280,Forum.lustracja.net,MD5,Politics,2012,
2278,Carders Email Addresses,no passwords,Carding,,
2275,Guardia.pl,MD5,,2012,
2274,NewTorrents.info [PARTIAL],MD5,Torrenting,2016-01,
2272,Konzultant.Bozpo.sk,plaintext,Consulting,2013-06,
2270,eSportsIndo.com,vB,eSports,2016-11,
2265,Africanaffair.Net,plaintext,,2017-11,
2259,Telewizja-Cyfrowa.com,MD5,Telecommunications,2012,
2258,Isoleborromee.Com,plaintext,,2017-11,
2256,Stresser.club,SHA-1 & no passwords,Booter,2016-03,
2255,Crobooking.com,plaintext,,2017-11,
2254,Forum.Fireblade.pl,MD5,,2012,
2252,DeathAddict.com,vB,Gore,2016-11,
2252,Stroze.com,MD5,Travel,2012,
2247,Forum.Apmotorsport.pl,MD5,Vehicles - Cars,2012,
2247,Forumlotto.pl,MD5,Gambling,2012,
2246,Norbury.org,plaintext,,2017-11,
2244,PitbullInvestor.com,osCommerce,Trading,2008,
2243,Idaa.org,plaintext,Health,2017-11,
2242,DivineApparelInc.com Email Addresses,no passwords,Shopping,,
2242,Forum.Galakta.pl,MD5,Gaming,2012,
2241,Stylingart.Nazwa.pl,MD5,Technology,2012,
2241,Ohap.Ac.Th,plaintext,,2017-11,
2240,SuperStresser.com,SHA-1,Booter,2015-09,
2239,Eco22.Com,plaintext,,2017-11,
2239,Lucknowtutorial.Com,plaintext,,2017-11,
2237,Bet-Forum.pl,MD5,,2012,
2236,Cleanworld-Th.com,plaintext,,2017-11,
2232,Chivalry-Legions.com,phpBB,Gaming - RuneScape,2014-10,
2230,Mx-5.pl,MD5,,2012,
2220,N-sider.com,vB,Gaming,2014-06,
2219,IChatLatino.com,plaintext,Dating,2015-07,
2218,Print3651.com,plaintext,,2017-12,
2213,Electrolube.com,plaintext,,2017-11,
2208,Piatadeporumbei.Ro,plaintext,,2017-12,
2201,Ixam-Hosting.com,IPB,Hosting,2015-11,
2198,NearReality.com,vB,Gaming - RuneScape,,
2198,Klub-Tanganika.pl,MD5,,2012,
2197,Nasz-Warez.info,MD5,Uncategorized,2012,
2196,Planetalinz.Ru,plaintext,,2017-12,
2193,Downloadnolimit.pl,MD5,,2012,
2191,Allsearch.nu,MD5,Search Engine Optimization,2012-08,
2189,Shop.MyrilMC.com (AviatorCraft),no passwords,Gaming - Minecraft,2015-12,
2188,SmallWorlds.com,vB,Gaming,2017,
2188,XRForums.net,MyBB,Hacking,2011,
2185,Gsmplanet.net,MD5,Health,2012,
2183,Whirlwindent.Com,plaintext,,2017-12,
2183,Biblioteca.mty.itesm.mx,MD5,,,
2182,AcademicScience.co.in,MD5,Education,,
2180,Assasins-Booter.eu,SHA-1,Booter,,
2178,Rosasymotivos.Com,plaintext,,2017-12,
2177,Uhnppo.Com,plaintext,,2017-12,
2176,Zabrze.Slask.pl,MD5,Community,2012,
2173,WildRaiderZ.com,vB,Gaming,2017,
2171,Akademikbakis.org,plaintext,Education,2017-11,
2165,Yingkeetea.com,plaintext,,2017-12,
2165,Zindigo.com,MD5,Shopping & Fashion,,
2164,HackReviews.com,vB,Hacking,2016-11,
2163,FilmLeaf.net,vB,Movies,2017,
2161,Sling.com,plaintext,Television,,
2161,Nevadapreferred.Com,plaintext,,2017-11,
2160,Clan-GameOver.com,vB,Gaming,2017,
2158,Kliny.com.pl,MD5,,2012,
2158,Fivestardentalplan.Com,plaintext,,2017-11,
2150,Bworldonline.Com,plaintext,,2017-11,
2144,Meatpoint.Ch,plaintext,,2017-11,
2143,AmstelveenCollege.nl,plaintext & MD5 & no passwords,Education,2019-06,
2141,ClownModding.com,IPB & no passwords,Gaming,2013-03,
2141,Dixieply.com,plaintext,,2017-11,
2139,E-Cavalier.pl,MD5,Animals - Dogs,2012,
2138,Reckeweg.de,no passwords,Medicine,2015-12,
2138,Wrota.H2.pl,MD5,Uncategorized,2012,
2138,Forum.mirchronicles.com,bcrypt,,,
2136,EuroEscortsBerlin.com,plaintext,Escort Agency,,
2134,Ritzsisters.com,plaintext,,2017-12,
2133,Elite-Dev.com,vB,Software,2015-01,
2132,TeamDGT.org,vB,Hacking,,
2132,Euroargentina.Com,plaintext,,2017-11,
2131,AutoStyle.co.uk,MD5(Wordpress),Shopping - Vehicle Accessories,,
2130,FTCommunity.de,MD5,Toys,,
2128,SmallBlockPosse.com,vB,Car Racing,2017,
2119,BugAbuse.net,plaintext,Gaming - RuneScape,2013-05,
2118,Ebydeal.Com,plaintext,,2017-11,
2117,Netzwerk-Familientherapie.de,plaintext,,2017-11,
2117,Netzwerk-Tiefenpsychologie.De,plaintext,,2017-11,
2117,Bulgamor.Org,plaintext,,2017-11,
2116,Bassett-Tennis.Co.Uk,plaintext,,2017-11,
2114,Forum.Start-Game.pl,MD5,Gaming,2012,
2113,Qyzxm.com,MD5,Shopping - Art,2013-05,
2109,Umuminka-CS.pl,MD5,Gaming,2011-08,
2107,Nr.Mmknet.pl,MD5,Music,2012,
2099,Yonolotiro.Es,plaintext,,2017-12,
2097,Live.MegaCrypton.com,bcrypt,Cryptocurrency,2017-02,
2096,BuyCar4U.com,plaintext,Shopping - Vehicles,2017,
2093,K-M-C.Co.jp,plaintext,,2017-11,
2092,Landkiting.pl,MD5,Entertainment,2012,
2091,Store.beastFactions.net,no passwords,Gaming - Minecraft,2015-12,
2090,Publica.Es,plaintext,,2017-12,
2089,MP3Grabby.com,bcrypt,Music,,
2089,RoadDevils.com,vB,Vehicles,2017,
2087,Trenuj.com,MD5,,2012,
2084,Gta-Serwer.pl,MD5,,2012,
2083,Proppers.fr,MD5,Shopping,2017-10,
2082,Scanzone.fr,plaintext,,2017-12,
2078,Camera2hand.net,plaintext,Shopping - Cameras,2016-09,
2077,Housingauthorityofpocatello.org,plaintext,,2017-11,
2077,TPSGaming.com,MyBB,Gaming,2014-10,
2071,Netwerk-Psychotherapie.Nl,plaintext,,2017-11,
2069,Eyelights.Com,plaintext,,2017-11,
2069,Cules.pl,MD5,,2012,
2068,Achurchesdirectory.Com.Au,plaintext,,2017-11,
2067,Connecting2work.com,plaintext,,2017-11,
2067,Netzwerk-Psychotherapie.de,plaintext,Health,2017-11,
2067,Netzwerk-Verhaltenstherapie.de,plaintext,,2017-11,
2067,Netzwerk-Paartherapie.De,plaintext,,2017-11,
2066,Netzwerk-Gestalttherapie.de,plaintext,,2017-11,
2066,Netzwerk-Sexualtherapie.De,plaintext,,2017-11,
2066,Netwerk-Psychotherapie.Eu,plaintext,,2017-11,
2064,Psychologen-Im-Netz.De,plaintext,,2017-12,
2063,Connect2business.Co.Uk,plaintext,,2017-11,
2062,Sonsoflibertytees.Com,plaintext,,2017-12,
2061,Forum.Leonis.pl,MD5,,2012,
2061,Netzwerk-Psychoanalyse.De,plaintext,,2017-11,
2061,Herniatalk.com,VB & bcrypt,,,
2059,Forums.SuperTrapp.com,vB,Vehicles,2017,
2058,Webdesign-Forum.net,MyBB,Web Design,,
2053,EmpireEyes.fr,MD5,Gaming - Minecraft,2015-12,
2051,Forum.C4d-pl.org,MD5,Software,2012,
2042,Coinbase.com [PARTIAL],no passwords,Cryptocurrency,2014-04,
2042,Balletwearshop.Com,plaintext,,2017-11,
2041,Phada.Org,plaintext,,2017-12,
2040,CS-Inferno.com,MD5,Gaming,2011-07,
2040,DVDValves.com.tr,MD5,Community,2016-07,
2039,Rift-Online.ru Forum,IPB,Gaming,2016,
2038,Adenamontessori.Com,plaintext,,2017-11,
2037,Vmdar.ru,no passwords,Education,,
2030,Dartfoto.com,MD5,Sports - Darts,2012,
2028,ChineseResources.co.uk,MD5,Books,,
2025,CLCB.us (Coach's Low Country Brands),MD5(salt) & no passwords,Food & Drink,2016-06,
2024,Miesiecznik-Pszczelarstwo.pl,MD5,,2012,
2023,Jabbim.cz,MD5 & plaintext,Instant Messaging,,
2020,Blaugrana.pl,MD5,Sports - Football,2012,
2020,Kozaro.net,plaintext,Gaming - RuneScape,,
2020,Miscellania-PS.com in-game,plaintext,Gaming - RuneScape,,
2020,Forums.avaloniaonline.com,bcrypt,,,
2016,Board.USCHO.com,vB,Sports - Hockey,2017-01,
2015,Espacepl.org,MD5,Vehicles - Cars,2012,
2014,IonCraftStore.BuyCraft.net,no passwords,Gaming - Minecraft,2015-12,
2012,Vacances-Et-Locations.Fr,plaintext,,2017-12,
2012,Yamahaxj.pl,MD5,,2012,
2010,Landwirtschafts-Simulator.pl,MD5,Gaming,2012,
2010,Competent-Maruti.Com,plaintext,,2017-11,
2009,AverFight.fr,MD5,Gaming - Minecraft,2015,
2005,Tidskriftsbutiken.nu,MySQL323,Shopping - Books,,
2000,Leak.zone Forum,MyBB,Hacking & Data,2016-07,
1998,NoCommonScents.com,plaintext,Health,2016-11,
1996,Saradomin.com,IPB,Gaming - RuneScape,,
1994,Universe.pl,MD5,,2012,
1991,Aziendaturismopositano.It,plaintext,,2017-11,
1990,Adclickerads.com,plaintext,,2017-11,
1989,Petrosil.Com,plaintext,,2017-12,
1988,Crazyaboutwine.Com,plaintext,,2017-11,
1987,Booter.xyz,SHA-1,Booter,2016-11,
1986,All-In-General.com,osCommerce,Shopping,2008,
1984,Cserwery.pl,MD5,Gaming,2012,
1984,Forum.Gunners.com.pl,MD5,Sports - Football,2012,
1974,OSBot.org,plaintext,Gaming - RuneScape,,
1971,LSTShop.co.uk,osCommerce,Shopping,2008,
1965,E-Snowboard.info,MD5,Sports - Snowboarding,2012,
1965,Volodalen.com,plaintext,,2017-12,
1960,Clubkorea.co.kr,plaintext,Entertainment,2017-11,
1959,Ptcruiserclub.pl,MD5,Uncategorized,2012,
1956,Delphibr.com.Br,plaintext,,2017-11,
1956,Gracze.org,MD5,Uncategorized,2012,
1954,Naszecytrusy.pl,MD5,Agriculture,2012,
1953,CS-slupsk.pl,MD5,Gaming,2012,
1951,Fotoradary.net.pl,MD5,Photography,2012,
1951,IGCD.net Forum (Internet Game Cars Database),MD5,Vehicles & Gaming,,
1946,Kidprintables.Com,plaintext,,2017-11,
1941,Pixarra.com,IPB,Software - Graphics,2015-11,
1939,Forumveg.pl,MD5,,2012,
1933,Museum-Aktuell.de,plaintext,Museums,2017-11,
1931,Nit.Ac.Jp,plaintext,,2017-11,
1927,CS-Olsztyn.pl,MD5,Gaming,2011-07,
1922,HighSkill.eu,MD5,Shopping - Clothes,2012,
1922,lchudikfyjafhqjj.onion(DreamMarket),plaintext,Darknet Market,2016-04,
1922,NVPC.nl,plaintext & no passwords,Plastic Surgery,2016-10,
1921,Lol.bramaswiatow.pl,MD5,Gaming,2012,
1921,Mondo-Romania.Ro,plaintext,,2017-11,
1921,Vilayer.com,MD5 & IPB,Hosting,,
1918,Niepokoje.Nazwa.pl,MD5,Uncategorized,2012,
1906,Dancaki.Com,plaintext,,2017-11,
1905,Planespotting.Net,plaintext,,2017-12,
1901,CR.RS-Clans.com (Crimson Raiders),IPB,Gaming - RuneScape,,
1901,Derbybraid.Co.Uk,plaintext,,2017-11,
1901,Naamyoga.Com,plaintext,,2017-11,
1897,Soslevego.hu,MD5,Health,2012,
1895,Pfmb.pl,MD5,,2012,
1893,Forum.romPvP.com,vB,Gaming,2017,
1892,National-Stresser.com,SHA-512,Booter,2013-11,
1890,Ppsona.com,plaintext,Uncategorized,2017-12,
1890,Holidays-Breaks.Com,plaintext,,2017-11,
1889,BrowserMMORPG.net,MD5,Gaming,2017-03,
1889,UXT.io,XF,Hacking,2015-09,
1889,Meteorpress.Ro,plaintext,,2017-11,
1884,AlianceM2.com,SHA-1,,,
1883,Cactuslove.ru,bcrypt & no passwords,,,
1881,Erpg.pl,MD5,Uncategorized,2012,
1876,FlowersToGoOnline.com,osCommerce,Shopping,2008,
1875,Mportalik.Net.pl,MD5,Uncategorized,2012,
1874,Forum.Alfapomorze.pl,MD5,Vehicles - Cars,2012,
1871,Brakstar.com,no passwords,Technology,,
1869,SignBabies.com,osCommerce,Parenting,2008,
1866,Read.Rhapsodyofrealities.Org,plaintext,,2017-12,
1866,Forum.homag.com,bcrypt,,,
1864,Geothermal-Library.org,plaintext,Energy,,
1864,Habbo.nl Helptool,no passwords,Gaming,2011-05,
1863,MyRig.com,bcrypt,Cryptocurrency,2019-01,
1862,Globo.Hu,plaintext,,2017-11,
1862,Reijou.Jp,plaintext,,2017-12,
1859,VanquishRSPS.com,vB,Gaming - RuneScape,,
1854,Taise.org.tw,plaintext & no passwords,Energy,2013-05,
1853,DadaPictures.com,unknown hashing algorithm,Art,2015-12,
1849,Acrylic-Online.Co.Uk,plaintext,,2017-11,
1848,Planetapersja.pl,MD5,Uncategorized,2012,
1847,Isoleborromee.It,plaintext,,2017-11,
1846,ScriptMafia.org,MD5,Hacking,2016-09,
1844,ABCdomain.am,MD5,Domains,2013-02,
1844,Stream101.com,IPB,Hosting - Streaming,,
1841,Autobramy.org,MD5,Uncategorized,2012,
1840,Itapemaportal.Com.Br,plaintext,,2017-11,
1840,OutwarDB.com,plaintext,Gaming,2016-01,
1839,Spaniele.pl,MD5,,2012,
1838,MyArmTV.com,plaintext,Sports - Arm Wrestling,2016-08,
1837,UCL.com.tw,plaintext,Research,2016-12,
1837,Wlokniarzforum.net,plaintext,Sports,2017-11,
1836,McxChakraa.com,plaintext,Trading,2013-06,
1835,Bukugaby.Com,plaintext,,2017-11,
1834,Chillout.Slev.pl,MD5,Uncategorized,2012,
1834,DownloadPolitics.com,vB,Politics,2016-11,
1834,Canadianusedcars.Ca,plaintext,,2017-11,
1830,KillerDeals.co.za,osCommerce,Shopping,2011,
1830,Nomercy.net.pl,MD5,Uncategorized,2012,
1828,Onetouchfootball.com,VB & bcrypt,,,
1825,TIGSource.com Forum,SHA-1(salt.pass),Gaming,2016-09,
1824,Forum.rott.pl,MD5,Animals - Dogs,2012,
1820,RunescapeCommunity.com,no passwords,Gaming - RuneScape,,
1818,ForexOnlinePartners.com,no passwords,Trading,2014,
1818,NASA.gov (National Aeronautics and Space Administration),no passwords,Science - Space Exploration,2016-01,
1814,Indoviajar.Com.Br,plaintext,,2017-11,
1814,Fstormrender.ru,bcrypt,,,
1813,Forum.chorzow.Slask.pl,MD5,Religion,2012,
1812,Kscm.re.kr,MD5,Science,2012,
1812,QuiAvvocato.com,SHA-512,Law,2016-08,
1812,Webmasters.VNMese.com,vB,Web Design,2016-11,
1811,GamersInc.net,bcrypt,Gaming,2016-09,
1808,Forumkiz.pl,MD5,Religion,2012,
1808,Wawkom.Waw.pl,MD5,Transportation,2012,
1802,Forum.CSRune.com,MD5(phpBB3),Gaming - RuneScape,,
1801,HostLink.com.au,WHMCS & no passwords,Gaming - Minecraft,2016-03,
1795,Forum.Studio-Nagran.pl,MD5,Music,2012,
1795,iPokerVIP.net,bcrypt,,,
1794,SpoonsNSpice.com,descrypt,Shopping,2017-10,
1790,IGCD.net Main (Internet Game Cars Database),MD5,Vehicles & Gaming,2016,
1790,Instantpk.com,IPB,Gaming - RuneScape,2015-04,
1780,BitLeak.net,MyBB,Cryptocurrency,2014-03,
1780,ConsoleCrunch.org,no passwords,Gaming,2013-12,
1777,Wickedimports.Co.Za,plaintext,,2017-12,
1776,Ubyk-Pro.Com,plaintext,,2017-12,
1773,Lagownia.eu,plaintext,Gaming - Counter Strike,2017-11,
1772,USASports.pl,MD5,Sports,2012,
1771,Distribuidorarindem.Com.Ar,plaintext,,2017-11,
1771,Grupo-S.Com.Ar,plaintext,,2017-11,
1770,Aleksandretta.pl,MD5,Animals,2012,
1770,RuneNova.com,vB,Gaming - RuneScape,,
1768,Muzyczneforum.pl,MD5,Music,2012,
1764,Anipet.com,plaintext,Animals,2012,
1764,Forumbiznesu.eu,MD5,Business,2012,
1762,PSWeb.ru,no passwords,Software,2017-04,
1761,Surtecsystem.com,plaintext,Shopping,2017-12,
1760,Sandecja.org,MD5,Sports - Football,2012,
1758,Airorchids.com,plaintext,,2017-11,
1757,GForces.co.uk,MD5,Software,2016-07,
1756,Forumomarketingu.pl,MD5,,2012,
1755,KYSportsReport.com,vB,Sports,,
1755,Ocexclusives.com,plaintext,Real Estate,2017-11,
1754,York.net.pl,MD5,Uncategorized,2012,
1752,UAFClan.com,vB,Gaming,2016-11,
1751,JustVisitOnline.com,no passwords,Directory - Business,2016-04,
1750,Forum.Projektuje.Net,MD5,,2012,
1746,Www2.Fm.Vse.cz,MD5,Education,2012,
1742,Illuminati.ws,bcrypt,Hacking,2013-08,
1737,Klubciconia.ptaki.info.pl,MD5,Animals - Birds,2012,
1732,Poverejayonlycnc.Duu.pl,MD5,Software,2012,
1730,IcePlex.tv,plaintext,Film Production,2016-07,
1728,NJHerald.com,MD5(phpBB3),Newspaper,2016-10,
1728,OzzModz.com,vB,Gaming,2017,
1725,Government DBs,several,Government,,
1723,Weryfikatorium.pl,MD5,Books,2012,
1722,Forum.Herbatint-Polska.pl,MD5,,2012,
1720,Tatry.netmark.pl,MD5,Uncategorized,2012,
1719,Lighting.pl,MD5,Business,2012,
1718,Sk.com.br,plaintext,Education,2017-12,
1716,Beiyuejx.com,plaintext,Business,2017-11,
1716,Tqm.Home.pl,MD5,Uncategorized,2012,
1715,ArtRookie.co.uk,base64,Art,,
1714,PlayCenter.org.nz,plaintext,Playground Directory,,
1714,Sprintsicilia.it,MD5,Community,2012,
1705,Braterskieprzymierze.pl,MD5,Uncategorized,2012,
1704,Tookerphotocollection.com,MD5,Photography,2012,
1702,Trimonium-Bg.com,MD5,Employment,2012,
1701,Machinedekho.com,plaintext,Construction,2017-11,
1699,Combinaison-Ressile.fr,MD5,Shopping,,
1696,GoFresh.com.au,osCommerce,Shopping,2011,
1694,Concode.se,MD5 & no passwords,Industry,,
1691,CS-Jednosc.pl,MD5,Gaming,2012-06,
1690,MPWoodCarver.com,no passwords,Shopping,2015-12,
1690,Forum.rc-sub.com,VB & bcrypt,,,
1686,Chidananda.org,plaintext,Health,2017-11,
1684,ELifeAsk.com,MD5,Software,,
1679,TheSimpsons.pl,MD5,Uncategorized,2012,
1678,XtremeGamingZone.com,bcrypt & no passwords,Gaming,,
1675,Apexkidneycare.com,plaintext,Health,2017-11,
1671,Global-Tec.de,unknown hashing algorithm,,2017-10,
1671,The-Athenaeum.org,unknown hashing algorithm,Art,,
1670,Conquer.net.pl,MD5,Health - Medicine,2012,
1663,Forum.Siodemka.org.pl,MD5,Gaming,2012,
1662,Lanestaff.com,MD5,Employment,2012,
1662,LeakBase.pw Logs,plaintext,Database Lookup Tool,,
1662,TechAss.com,plaintext,Shopping,,
1662,KRLForum.FLDNet.dk,plaintext,,,
1658,Zapiekana.eu,MD5,Gaming - Counter Strike,2012,
1657,Darkmills.cc,vB,Carding,2016-11,
1657,TangoStresser.info,MD5,Booter,2013-04,
1656,Cavia.Vel.pl,MD5,Animals - Guinea Pigs,2012,
1656,XboxLiveCodes.co.uk,vB,Gaming,2012-12,
1653,PronForum.com,MyBB,Porn,2014-01,
1652,Ceramicpowerliquid.com,plaintext,Shopping,2017-11,
